lemma,lila_id,synset_id,sem_type,definition_pt,lexemes_pt,argumentSet
cura,lilaLemma:97301,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00654885-n"" target=""_blank"">00654885-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;o trabalho de fornecer tratamento a ou assitir algo ou alguém</small><br>,"<small><small>lexemas:</small></small>&ensp;assintência, cuidado, atendimento, atenção, auxílio<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
cura,lilaLemma:97301,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00829378-n"" target=""_blank"">00829378-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;atenção e gestão implicando responsabilidade pela segurança</small><br>,"<small><small>lexemas:</small></small>&ensp;cuidado, tutela<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
cura,lilaLemma:97301,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00795720-n"" target=""_blank"">00795720-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;qualquer parte do trabalho que é empreendido ou realizado</small><br>,"<small><small>lexemas:</small></small>&ensp;projeto, tarefa, trabalho<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
cura,lilaLemma:97301,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01133281-n"" target=""_blank"">01133281-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;o ato de administrar alguma coisa</small><br>,"<small><small>lexemas:</small></small>&ensp;administração, gestão, direcção<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
cura,lilaLemma:97301,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00720565-n"" target=""_blank"">00720565-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;ações e atividades atribuídas ou necessárias ou esperadas de uma pessoa ou grupo</small><br>,"<small><small>lexemas:</small></small>&ensp;função, papel, ofício<br>","<small><small>valências:&ensp;[ACT,PAT] ou [MAT]</small></small><br>"
cura,lilaLemma:97301,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01124794-n"" target=""_blank"">01124794-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;o ato de governar; exercer a autoridade</small><br>,"<small><small>lexemas:</small></small>&ensp;administração, governação, governo<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
culpa,lilaLemma:97183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00732746-n"" target=""_blank"">00732746-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;atividade que transgride a lei moral ou civil</small><br>,"<small><small>lexemas:</small></small>&ensp;delito, transgressão, maldade<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
culpa,lilaLemma:97183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00070965-n"" target=""_blank"">00070965-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;uma ação errada atribuível ao mau julgamento ou ignorância ou desatenção</small><br>,"<small><small>lexemas:</small></small>&ensp;engano, equívoco, erro, falha, argolada, asneira, asneirada, burrice, cabeçada, claudicação, crime, defeito, disparate, escapadela, escorregadela, falta, ilusão, incorreção, inexatidão, mal, mácula, negrura, pecado, pecha, problema, queda, solecismo, tolice<br>",
culpa,lilaLemma:97183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00739270-n"" target=""_blank"">00739270-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;incapacidade de agir com a prudência que uma pessoa razoável iria exercer nas mesmas circunstâncias</small><br>,<small><small>lexemas:</small></small>&ensp;negligência<br>,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT]</small></small><br>"
culpa,lilaLemma:97183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00767477-n"" target=""_blank"">00767477-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;um ato de maldade não necessariamente punível por lei</small><br>,"<small><small>lexemas:</small></small>&ensp;Criminalidade por país, crime, crimes<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
culpa,lilaLemma:97183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00736375-n"" target=""_blank"">00736375-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;comportamento imprudente ou malicioso que causa desconforto ou aborrecimento em outros</small><br>,<small><small>lexemas:</small></small>&ensp;trapaça<br>,<small><small>valências:&ensp;[ACT]</small></small><br>
condicio,lilaLemma:95648,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01149303-n"" target=""_blank"">01149303-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;uma restrição que se insiste como condição para um acordo</small><br>,"<small><small>lexemas:</small></small>&ensp;especificação, estipulação, determinação<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
condicio,lilaLemma:95648,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01036996-n"" target=""_blank"">01036996-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;o ato de casar; a cerimônia nupcial</small><br>,"<small><small>lexemas:</small></small>&ensp;casamento, nupcias, matrimónio, núpcias<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
consilium,lilaLemma:96060,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00162632-n"" target=""_blank"">00162632-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;o ato de se decidir sobre alguma coisa</small><br>,"<small><small>lexemas:</small></small>&ensp;decisão, resolução, determinação<br>","<small><small>valências:&ensp;[ACT] ou [ACT,PAT]</small></small><br>"
consilium,lilaLemma:96060,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00163233-n"" target=""_blank"">00163233-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;um ato de intenção; uma volição que você pretende realizar</small><br>,<small><small>lexemas:</small></small>&ensp;intenção<br>,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT]</small></small><br>"
consuetudo,lilaLemma:96179,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00414179-n"" target=""_blank"">00414179-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;(psicologia) um padrão de comportamento automático em reação a uma situação específica; podem ser herdadas ou adquiridas através de freqüentes repetição</small><br>,"<small><small>lexemas:</small></small>&ensp;costume, hábito<br>","<small><small>valências:&ensp;[ACT,ADDR] ou [ACT,ADDR,PAT] ou [ACT]</small></small><br>"
consuetudo,lilaLemma:96179,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00413239-n"" target=""_blank"">00413239-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;prática comum ou habitual</small><br>,"<small><small>lexemas:</small></small>&ensp;costume, emprego, hábito, uso<br>","<small><small>valências:&ensp;[ACT,ADDR] ou [ACT,ADDR,PAT] ou [ACT,PAT] ou [ACT]</small></small><br>"
cor,lilaLemma:96553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00874067-n"" target=""_blank"">00874067-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,"<small><small>definição:</small>&ensp;o ato de julgar ou avaliar uma pessoa, situação ou acontecimento</small><br>","<small><small>lexemas:</small></small>&ensp;critica, julgamento, juízo, avaliação, valoração<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
corpus,lilaLemma:96667,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01014066-n"" target=""_blank"">01014066-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;o ato de reunir coisas</small><br>,"<small><small>lexemas:</small></small>&ensp;agregação, coleção, reunião, acumulação, recolha<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
crimen,lilaLemma:96945,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01192150-n"" target=""_blank"">01192150-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;(Direito) os resultados de um júri sobre questões de fato enviadas a ele para decisão; pode ser usado na formulação de um julgamento</small><br>,"<small><small>lexemas:</small></small>&ensp;veredicto, veredito<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
crimen,lilaLemma:96945,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00070965-n"" target=""_blank"">00070965-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;uma ação errada atribuível ao mau julgamento ou ignorância ou desatenção</small><br>,"<small><small>lexemas:</small></small>&ensp;engano, equívoco, erro, falha, argolada, asneira, asneirada, burrice, cabeçada, claudicação, crime, defeito, disparate, escapadela, escorregadela, falta, ilusão, incorreção, inexatidão, mal, mácula, negrura, pecado, pecha, problema, queda, solecismo, tolice<br>",
crimen,lilaLemma:96945,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01187810-n"" target=""_blank"">01187810-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;(lei) a determinação por um tribunal com uma jurisdição competente em assuntos que lhe são submetidos</small><br>,"<small><small>lexemas:</small></small>&ensp;julgamento, sentença, acórdão, juízo<br>",
crimen,lilaLemma:96945,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00766234-n"" target=""_blank"">00766234-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;(direito penal) um acto punível por lei; geralmente considerado um ato maligno</small><br>,"<small><small>lexemas:</small></small>&ensp;crime, ofensa, culpa, delito, falta, infracção, infração, malfeitoria, transgressão<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
crimen,lilaLemma:96945,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00767477-n"" target=""_blank"">00767477-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;um ato de maldade não necessariamente punível por lei</small><br>,"<small><small>lexemas:</small></small>&ensp;Criminalidade por país, crime, crimes<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
cursus,lilaLemma:97671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00312691-n"" target=""_blank"">00312691-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;uma viagem ou passagem</small><br>,"<small><small>lexemas:</small></small>&ensp;caminho, rota, trajeto<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
cursus,lilaLemma:97671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00038262-n"" target=""_blank"">00038262-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;curso de ação</small><br>,"<small><small>lexemas:</small></small>&ensp;caminho, conduta, corrente, curso, curso de ação, trâmite<br>","<small><small>valências:&ensp;[ACT] ou [ACT,DIR3]</small></small><br>"
cursus,lilaLemma:97671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00415676-n"" target=""_blank"">00415676-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;um meio de conduta</small><br>,"<small><small>lexemas:</small></small>&ensp;caminho, senda, sendeiro, via, vida<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
cursus,lilaLemma:97671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00282613-n"" target=""_blank"">00282613-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;a progressão geral do seu trabalho ou vida profissional</small><br>,"<small><small>lexemas:</small></small>&ensp;carriera, carreira, corrida, trajetória<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
cursus,lilaLemma:97671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00293916-n"" target=""_blank"">00293916-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;o ato de correr; viajando a pé em ritmo acelerado</small><br>,<small><small>lexemas:</small></small>&ensp;corrida<br>,<small><small>valências:&ensp;[ACT]</small></small><br>
cursus,lilaLemma:97671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00884466-n"" target=""_blank"">00884466-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>definição:</small>&ensp;educação transmitida em uma série de aulas ou reuniões</small><br>,"<small><small>lexemas:</small></small>&ensp;aula, curso, classe<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
